il_adi;belediye_ismi;belediye_tel;belediye_faks;belediye_mail;belediye_web;nufus
trabzon;ak�aabat;4622271300;4622271311;akcaabat@akcaabat.bel.tr;www.akcaabat.bel.tr;113917
trabzon;arakl�;4627216072;4627216077;;www.arakli.bel.tr;48489
trabzon;arsin;4627113025;4627114160;basin@arsin.bel.tr;www.arsin.bel.tr;27927
trabzon;be�ikd�z�;4628713096;4628713011;info@besikduzu.bel.tr;www.besikduzu.bel.tr;21826
trabzon;�ar��ba��;4628213004;4628213043;carsibasibel@hotmail.com;www.carsibasi.bel.tr;15742
trabzon;�aykara;4626161029;4626161468;info@caykara.bel.tr;www.caykara.bel.tr;14384
trabzon;dernekpazar�;4626812112;4626812780;;www.dernekpazari.bel.tr;3859
trabzon;d�zk�y;4628112666;4628112240;;www.duzkoy.bel.tr;14804
trabzon;hayrat;4626913058;4626913253;bilgi@hayrat.bel.tr;www.hayrat.bel.tr;7446
trabzon;k�pr�ba��;4626714008;4626714482;koprubasi61@mynet.com;www.koprubasibelediyesi.biz;5212
trabzon;ma�ka;4625121006;4625122056;info@macka.bel.tr;www.macka.bel.tr;24971
trabzon;s�rmene;4627461065;4627461067;surmenebelediyesi@hotmail.com;surmenebelediyesi;26493
trabzon;�alpazar�;4628912018;4628913535;bilgi@salpazari.bel.tr;www.salpazari.bel.tr;11546
trabzon;tonya;4628813010;4628813036;tonyabelediyesi@hotmail.com;www.tonya.bel.tr;15620
trabzon;vakf�kebir;4628415008;4628412463;info@vakfikebir.bel.tr;www.vakfikebir.bel.tr;26320
trabzon;yomra;4623411133;4623412753;yomrabelediyesi@hotmail.com;www.yomra.bel.tr;31746
trabzon;ortahisar;;;;;306286
trabzon;of.;;;;;41461
tunceli;�emi�gezek;4286112132;4286112808;iletisim@cemisgezek.bel.tr;www.cemisgezek.bel.tr;3130
tunceli;hozat;4285612010;4285612510;hozatbelediyesi@gmail.com;www.hozat.bel.tr;4559
tunceli;mazgirt;4283112009;4283112061;;;1650
tunceli;naz�miye;4284112019;4284112462;nazmybel@hotmail.com;www.nazimiye.bel.tr;1635
tunceli;ovac�k;4285112012;4285112171;ovaciktuncelibelediyesi@gmail.com;www.tunceliovacik.bel.tr;3316
tunceli;pertek;4286512060;4286512445;info@pertek.bel.tr;www.pertek.bel.tr;6568
tunceli;p�l�m�r;4284412019;4284412232;pulumur-belediyesi@hotmail.com;;1483
u�ak;banaz;2763151035;2763152737;banazbelediyesi64@hotmail.com;www.banaz.bel.tr;15781
u�ak;e�me;2764141146;2764141191;baskan@esme.bel.tr;www.esme.bel.tr;14331
u�ak;karahall�;2765171229;2765171210;karahallibld@hotmail.com;www.karahalli.com;4450
u�ak;sivasl�;2766181156;2766182111;sivaslibel-tr@hotmail.com;www.sivasli.bel.tr;6792
u�ak;ulubey;2767161020;2767162522;ulubeybelediyesi@hotmail.com;www.ulubeybelediye.com;5065
van;bah�esaray;4327512161;4327512175;;;16819
van;ba�kale;4326512034;4326513244;baskalebelediye@hotmail.com;www.baskale.bel.tr.;58963
van;�ald�ran;4324122234;4324122294;;www.caldiran.bel.tr;66624
van;�atak;4325123008;4325123029;catakbelediyesi@mynet.com;;23440
van;edremit;4323122005;4323122454;edremit-vanbelediyesi@hotmail.com;www.edremit.bel.tr;105506
van;erci�;4323516218;4323542255;ercisbelediyesi@ercis.bel.tr;www.ercis.bel.tr;170124
van;geva�;4326122286;4326123286;gevas.bel.tr@hotmail.com;www.gevas.bel.tr;29655
van;g�rp�nar;4325512016;4325512206;suatatan@van-gurpinar.bel.tr;www.van-gurpinar.bel.tr;38811
van;muradiye;4324512016;4324512793;;www.vanmuradiye.bel.tr;51340
van;�zalp;4327122025;4327122074;ozalp@ozalp.bel.tr;www.ozalp.bel.tr;73013
van;saray;4327812049;4327812049;saraybelediyesi1987@hotmail.com;;22793
van;ipekyolu;;;;;274902
van;tu�ba;;;;;138123
yalova;alt�nova;2264613212;2264612942;altinova@altinova.bel.tr.;www.altinova.bel.tr;4546
yalova;armutlu;2265314205;2265310818;armutlubelediyebsk@hotmail.com;www.armutlu.bel.tr;5961
yalova;��narc�k;2262451004;2262459507;halklailiskiler@cinarcik.bel.tr;cinarcik.bel.tr;13004
yalova;�iftlikk�y;2263526010;2263527940;baskan@yalovaciftlikkoy.bel.tr;www.yalovaciftlikkoy.bel.tr;23858
yalova;termal;2266757079;2266757336;info@termal.bel.tr;termal.bel.tr;2910
yozgat;akda�madeni;3543141245;3543141245;akdagbelediye6601@hotmail.com;www.akdagmadeni.bel.tr;24152
yozgat;ayd�nc�k;3544871055;3544871333;aydincikbelediyesi1967@hotmail.com;;3041
yozgat;bo�azl�yan;3546452000;3546452258;belediye@bogazliyan.bel.tr;www.bogazzliyan.bel.tr;16198
yozgat;�and�r;3547161019;3547161653;candir.bel.tr;;3754
yozgat;�ay�ralan;3547361122;3547361184;cayiralanbelediyesi@mynet.com;;5788
yozgat;�ekerek;3544681033;3544682068;info@cekerek.bel.tr;www.cekerek.bel.tr;10736
yozgat;kad��ehri;3543754003;3543754056;kadisehribelediyesi@gmail.com;www.kadisehri.bel.tr;4524
yozgat;saraykent;3543686004;3543686445;saraykent66@ttmail.com;;6305
yozgat;sar�kaya;3547721849;90354772185;sarikaya@sarikaya.bel.tr;www.sarikayabelediyesi.com;19134
yozgat;sorgun;3544151236;3544153425;sorgun@sorgun.bel.tr;www.sorgun.bel.tr;50468
yozgat;�efaatli;3545641510;3545641513;sefatlibld@mynet.com;www.sefaatli.bel.tr;9289
yozgat;yenifak�l�;3546121009;3546121830;yenifakilibelediyesi@mynet.com;;2799
yozgat;yerk�y;3545167000;3545164314;;;29042
zonguldak;kozlu;3722661301;3722661003;kozlubld@hotmail.com;;36727
zonguldak;alapl�;3723781048;3723781556;info@alapli.bel.tr;www.alapli.bel.tr;18938
zonguldak;�aycuma;3726154944;3726152509;caycumabel@ttmail.com;www.caycuma.bel.tr;26032
zonguldak;devrek;3725561017;3725566036;devrek@devrek.bel.tr;wwww.devrek.bel.tr;24213
zonguldak;ere�li;3723331167;3723232849;kdzeregli@kdzeregli.bel.tr;www.kdzeregli.bel.tr;111449
zonguldak;g�k�ebey;3725121083;3725122515;gokcebeybelediyesi@hotmail.com;www.gokcebey.bel.tr;7242
